Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1727.62,516,3.958,3.521,3500.352,4400.32,8218.98,670
1725.88,516,3.959,3.521,3500.352,4400.35,8210.88,669
1724.87,516,3.959,3.521,3493.152,4400.35,8241.89,668
1722.26,514,3.958,3.522,3488.313,4400.31,8224.22,667
1720.16,513.4285714,3.958,3.522,3482.344,4364.34,8208.67,666
1718.34,512,3.957,3.522,3471.543,4364.34,8215.94,665
1716.73,513,3.958,3.523,3470.359,4364.36,8200.77,664
1714.41,510.8571429,3.957,3.522,3464.359,4364.36,8205.06,663
1711.11,508,3.957,3.523,3452.328,4364.33,8187.42,662
1709.41,506.5714286,3.957,3.523,3440.391,4328.39,8212.55,661
1706.3,506,3.957,3.524,3434.218,4328.22,8197.09,660
1693.76,502.8045,3.958,3.729,3318.375,4270.02,8380.2,659
1725.02,508,3.949,3.829,3154.848,4148.45,8557.54,658
1727.49,512,3.953,3.527,3506.384,4400.38,8314.59,657
1725.63,510,3.954,3.526,3512.354,4400.35,8290.72,656
1723.36,510,3.954,3.526,3506.319,4400.32,8268.35,655
1719.68,508.7142857,3.953,3.526,3500.356,4400.36,8225.7,654
1717.18,509,3.954,3.526,3488.321,4364.32,8230.5,653
1713.63,507.4285714,3.954,3.526,3478.752,4364.35,8211.36,652
1710.5,505,3.953,3.527,3464.32,4364.32,8225.12,651
1707.13,504,3.953,3.528,3457.121,4328.32,8192.87,650
1705.92,503.9845,3.953,3.528,3442.751,4328.35,8207.45,649
1703.94,502.8571429,3.953,3.529,3440.352,4328.35,8193.48,648
1701.44,503,3.953,3.528,3434.289,4328.29,8182.88,647
1699.14,500.5714286,3.953,3.529,3422.321,4328.32,8159.24,646
1697.25,502,3.952,3.53,3416.352,4292.35,8180.1,645
1695.97,499.2857143,3.952,3.529,3410.36,4292.36,8181.86,644
1767.97,563,3.954,3.529,3413.959,4328.36,8086.31,643
1760.88,559,3.951,3.492,3629.96,4544.36,8339.56,642
1753.88,554,3.949,3.495,3602.391,4508.39,8357.22,641
1678.66,493.7142857,3.948,3.498,3536.344,4436.34,8441.59,640
1678.75,490.2857143,3.949,3.533,3344.36,4220.36,8132.55,639
1681.25,494,3.95,3.532,3350.39,4256.39,8142.98,638
1675.52,490.2857143,3.949,3.532,3356.312,4256.31,8123.64,637
1672.7,489,3.949,3.532,3338.328,4220.33,8108.33,636
1625.86,468.8571429,3.939,4.053,302.352,1124.35,5277.63,634
1636.25,473.1428571,3.945,3.544,3176.32,4076.32,8085.09,633
1636.58,474.4285714,3.947,3.541,3206.287,4076.29,8071.55,632
1635.81,474.4285714,3.947,3.54,3206.321,4076.32,8070.05,631
1634.79,471.4285714,3.947,3.54,3200.352,4076.35,8050.24,630
1633.18,472,3.947,3.54,3197.92,4076.32,8088.03,629
1632.26,473.1428571,3.947,3.54,3190.751,4076.38,8076.51,628
1629.89,474,3.947,3.54,3188.324,4076.32,8055.01,627
1627.68,471.8571429,3.946,3.54,3176.321,4076.32,8079.61,626
1625.63,470.5714286,3.946,3.541,3169.121,4040.32,8056.26,625
1623.46,469,3.945,3.542,3161.951,4040.35,8035.39,624
1622.49,469.2857143,3.945,3.542,3158.352,4040.35,8045.76,623
1620.49,468,3.945,3.542,3152.362333,4040.35,8036.35,622
1619.49,468,3.945,3.543,3146.383,4040.38,8055.36,621
1617.12,466.7142857,3.945,3.542,3140.234,4040.23,8013.61,620
1615.2,466.7142857,3.945,3.542,3134.312,4004.31,8035.83,619
1612.7,465.4285714,3.944,3.544,3128.473667,4004.48,8029.22,618
1610.78,464.1428571,3.944,3.543,3122.219,4004.25,8031.55,617
1608.36,462.8571429,3.943,3.543,3116.359,4004.36,8032.36,616
1606.06,459.8571429,3.943,3.544,3110.36,4004.36,8019.17,615
1605.64,459.8571429,3.944,3.546,3104.359,3968.36,8021.73,614
1604.16,459.8394286,3.944,3.545,3098.36,3968.36,8013.7,613
1602.95,461,3.944,3.545,3097.175,3968.38,8050.02,612
1585.98,460.813,3.941,3.755,2940.343,3884.98,8225.38,611
1635.42,466.7142857,3.932,3.516,3903.552,4976.35,10009.7,609
1645.38,471,3.938,3.559,3226.752,4112.35,8262.91,608
1648,471.8571429,3.939,3.556,3260.385,4148.38,8176.8,607
1646.34,470.1428571,3.94,3.555,3266.349,4148.35,8140.45,606
1645.54,472,3.941,3.555,3260.352,4148.35,8123.23,605
1642.98,472,3.941,3.554,3255.556,4112.36,8074.56,604
1640.45,469,3.94,3.554,3248.258,5576.71,8031.84,603
1638.66,469,3.941,3.554,3236.227,4112.23,8120.96,602
1636.39,470.1428571,3.941,3.553,3230.32,4112.32,8103.84,601
1633.57,467.1428571,3.94,3.553,3219.512,4112.31,8109.85,600
1630.82,468,3.941,3.553,3206.351,4076.35,8086.11,599
1628.38,465.8571429,3.941,3.552,3200.25,4076.25,8089.82,598
1625.89,465.8571429,3.941,3.552,3188.227,4076.23,8068.96,597
1623.88,467.5714286,3.941,3.553,3182.383,4040.38,8070.71,596
1621.17,466,3.94,3.552,3176.359,4040.36,8069.28,595
1618.84,463.2857143,3.94,3.552,3170.312,4040.31,8100.16,594
1615.81,462,3.94,3.552,3158.266,4040.27,8078.75,593
1699.23,520,3.942,3.552,3152.36,4040.36,8007.17,592
1690.41,516,3.939,3.517,3404.375,4292.38,8296.06,591
1685.5,514,3.938,3.521,3374.344,4256.34,8277.34,590
1683.02,513,3.937,3.521,3356.344,4256.34,8309.28,589
1680.7,511.7142857,3.937,3.522,3349.128,4220.33,8294.41,588
1679.05,510,3.936,3.523,3338.25,4220.25,8308,587
1643.59,504,3.921,3.729,3157.375,4116,8579.94,586
1657.81,502,3.92,3.83,3068.344,4004.34,8411.72,585
1672.72,510,3.928,3.534,3260.25,4148.25,8310.75,584
1679.19,512,3.933,3.527,3313.144,4184.34,8300,583
1679.25,513,3.933,3.523,3332.375,4220.38,8280.97,582
1678.75,510,3.935,3.522,3334.713,4220.31,8313.16,581
1675.75,510.8571429,3.934,3.523,3332.343,4220.34,8278.72,580
1672.69,508,3.934,3.522,3326.188,4220.19,8281.41,579
1669.84,508,3.934,3.523,3314.313,4184.31,8302.81,578
1667.25,506,3.934,3.523,3302.343,4184.34,8302.28,577
1664.78,504,3.934,3.524,3296.375,4184.38,8268.09,576
1662.56,504,3.933,3.525,3284.312,4184.31,8260.31,575
1660.44,503,3.932,3.525,3278.281,4148.28,8271.47,574
1658.25,503,3.932,3.525,3272.344,4148.34,8238.09,573
1657,504,3.932,3.526,3266.375,4148.38,8271.62,572
1654.91,502.0155,3.932,3.526,3260.344,4148.34,8261.44,571
1652.59,503.1428571,3.932,3.526,3254.344,4148.34,8240.72,570
1650.56,502,3.932,3.528,3248.343,4112.34,8242.59,569
1644,501,3.932,3.528,3236.313,4112.31,8227.91,568
1647.5,501.00775,3.932,3.527,3230.344,4112.34,8253.16,567
1646.19,498.8571429,3.932,3.527,3226.562,4114.56,8250.62,566
1644.5,500,3.931,3.528,3218.313,4112.31,8249.34,565
1642.75,497.5714286,3.931,3.528,3212.312,4112.31,8239.59,564
1640.22,496,3.931,3.529,3205.175,4076.38,8228.91,563
1606.88,494.375,3.917,3.73,3045.281,3997.03,8388.59,562
1622,487.7142857,3.916,3.841,2948.25,3896.25,8315.12,561
1629.44,492,3.921,3.54,3140.313,4004.31,8278.88,560
1632.12,490.2857143,3.924,3.536,3161.975,4643.5,8856.31,559
1639,495,3.93,3.534,3176.313,4040.31,8300.88,558
1636.06,492,3.93,3.532,3200.375,4076.38,8279,557
1634.19,494,3.929,3.532,3188.313,4076.31,8281.94,556
1631.81,492,3.929,3.532,3182.25,4076.25,8268.94,555
1632.25,490.7142857,3.93,3.533,3176.375,4040.38,8275.38,554
1628.69,489.1428571,3.928,3.532,3176.312,4040.31,8271.81,553
1628.56,489.8571429,3.928,3.533,3164.375,4040.38,8259.62,552
1628,489,3.929,3.533,3170.438,4040.44,8273.88,551
1625.69,488,3.929,3.533,3169.05,4040.25,8245.06,550
1623.25,485.5714286,3.928,3.533,3158.375,4040.38,8237.38,549
1620.62,484.2857143,3.928,3.534,3152.375,4040.38,8239.69,548
1617.69,483,3.928,3.534,3140.312,4004.31,8180.81,547
1616,483,3.928,3.535,3133.112,4004.31,8214.44,546
1614.56,480,3.927,3.536,3125.912,4004.31,8200.31,545
1613.44,480,3.928,3.536,3116.313,4004.31,8228.38,544
1611.75,481.7142857,3.928,3.535,3116.313,4004.31,8205.94,543
1609.94,481.7142857,3.928,3.536,3110.313,3968.31,8148.81,542
1609,479,3.928,3.537,3104.25,3968.25,8191.62,541
1607.56,480.4285714,3.928,3.536,3104.25,3968.25,8220.38,540
1604.75,479.1428571,3.927,3.537,3092.187,3968.19,8222.88,539
1576.81,480,3.914,3.741,2919.312,3871,8444.38,538
1595.38,476,3.914,3.849,2834.375,3788.38,8369.19,537
1597.25,474.9191429,3.919,3.544,3050.375,3932.38,8263.75,536
1600.69,476,3.921,3.543,3050.313,3932.31,8259.88,535
1606.44,477.8571429,3.925,3.542,3068.375,3932.38,8245.94,534
1606.75,479.1428571,3.925,3.54,3086.25,3968.25,8234.94,533
1603.12,476,3.926,3.539,3086.313,3968.31,8222.38,532
1601.06,476.5714286,3.924,3.54,3074.312,3932.31,8236.25,531
1598.88,475.2857143,3.925,3.54,3068.312,3932.31,8240.88,530
1599.69,478,3.925,3.541,3061.175,3932.38,8231.94,529
1595.81,474,3.924,3.539,3062.312,3932.31,8222.94,528
1593.25,473,3.923,3.541,3050.312,3932.31,8194.5,527
1593.25,472.7142857,3.924,3.541,3044.375,3932.38,8173.06,526
1592.19,473,3.924,3.541,3044.25,3932.25,8163.06,525
1584,474.4285714,3.923,3.542,3039.575,3932.38,8160.62,524
1589.56,473.1428571,3.923,3.541,3038.313,3896.31,8149.5,523
1588.75,474,3.922,3.541,3032.312,3896.31,8177.06,522
1587.25,471.8571429,3.922,3.541,3032.375,3896.38,8169.19,521
1584.88,472,3.922,3.542,3026.312,3896.31,8186,520
1581.88,466.2857143,3.921,3.543,3020.375,3896.38,8164.44,519
1578.88,468,3.921,3.543,3014.312,3896.31,8170.38,518
1575.94,466.7142857,3.92,3.544,3003.513,3860.31,8133.75,517
1573.88,464,3.92,3.544,2996.25,3860.25,8122.12,516
1571.5,465.1428571,3.919,3.545,2990.375,3860.38,8074.38,515
1545.88,463.125,3.91,3.744,2807.25,3752,8415.62,514
1582.43,466.2857143,3.895,3.571,3500.352,4652.35,10440,512
1602.05,473,3.909,3.566,3044.353,3932.35,8378.82,511
1609.82,475,3.913,3.56,3110.32,3968.32,8294.34,510
1612.67,476.1295714,3.915,3.558,3128.318,4004.32,8288.48,509
1611.62,475.4285714,3.916,3.556,3134.352,4004.35,8233.38,508
1610.53,476,3.916,3.556,3133.152,4004.35,8236.99,507
1609.34,475.7142857,3.917,3.556,3125.854,4004.26,8265.44,506
1607.07,476,3.916,3.555,3116.32,3968.32,8250.17,505
1605.09,474,3.917,3.556,3110.352,3968.35,8245.89,504
1601.53,474,3.917,3.555,3098.29,3968.29,8234.02,503
1598.47,474.4285714,3.916,3.555,3086.351,3968.35,8260.45,502
1594.76,473.1428571,3.915,3.555,3074.32,3932.32,8220.89,501
1592.87,473.1428571,3.916,3.556,3062.32,3932.32,8259.8,500
1589.92,471,3.916,3.555,3053.858,3932.26,8222.01,499
1587.91,470.8571429,3.916,3.555,3046.729,3896.33,8220.27,498
1585.86,468.8571429,3.916,3.555,3038.359,3896.36,8234.66,497
1583.84,468,3.916,3.555,3032.328,3896.33,8260.97,496
1580.97,469,3.915,3.555,3026.328,3896.33,8236.14,495
1578.52,466.2857143,3.915,3.555,3017.819,3896.22,8203.36,494
1576.45,465,3.915,3.555,3008.484,3860.48,8251.23,493
1573.47,465.7142857,3.914,3.556,3002.329,3860.33,8229.86,492
1570.94,465.4285714,3.914,3.556,2990.375,3860.38,8180.38,491
1569.22,463,3.913,3.556,2984.281,3860.28,8227.67,490
1527.88,463.219,3.895,3.743,2772.391,3717,8520.67,489
1544.66,457,3.897,3.861,2679.575,3608.38,8349.81,488
1561.56,461.1428571,3.906,3.567,2900.344,3752.34,8209.66,487
1567.19,461.5714286,3.91,3.56,2960.312,3824.31,8231.78,486
1566.88,462.8571429,3.912,3.558,2974.744,3824.34,8223.72,485
1564.19,461,3.911,3.557,2972.312,3824.31,8162.56,484
1561.19,461.5714286,3.912,3.558,2966.344,3824.34,8170.94,483
1558.16,460,3.911,3.558,2960.344,3824.34,8188.59,482
1555.38,459,3.911,3.558,2948.375,3824.38,8142.44,481
1552.56,457.7142857,3.911,3.559,2938.869,3788.47,8156.38,480
1549.56,454.7142857,3.911,3.559,2930.375,3788.38,8136.09,479
1547.47,456.4285714,3.91,3.56,2918.406,3788.41,8161.53,478
1545.34,453.4064286,3.91,3.56,2912.468,3788.47,8151.09,477
1543.88,454,3.91,3.56,2906.218,3752.22,8158.66,476
1542.94,454,3.91,3.561,2895.419,3752.22,8175.72,475
1540.66,452.1428571,3.91,3.561,2888.219,3752.22,8134.34,474
1539.12,453.2571429,3.91,3.561,2882.375,3752.38,8146,473
1537.06,452.5714286,3.909,3.561,2876.344,3752.34,8139.88,472
1534.94,451.2857143,3.909,3.561,2870.375,3716.38,8144.38,471
1533.31,450,3.908,3.563,2864.375,3716.38,8153.69,470
1531.62,450,3.908,3.563,2858.25,3716.25,8144.56,469
1529.44,449,3.907,3.563,2852.344,3716.34,8095.56,468
1528.25,447.4285714,3.907,3.563,2846.344,3716.34,8137.16,467
1525.56,446.1428571,3.907,3.563,2840.344,3716.34,8118.78,466
1503.58,437,3.9,3.576,2726.352,3572.35,7927.39,463
1509.15,438.017,3.904,3.572,2780.352,3608.35,8022.75,462
1510.05,439.2198,3.904,3.57,2792.32,3644.32,8061.76,461
1508.93,438,3.903,3.569,2798.323,3644.32,8044.45,460
1507.11,436.7142857,3.904,3.57,2798.321,3644.32,8051.81,459
1505.15,435.4285714,3.903,3.572,2792.481,3644.48,8077.15,458
1502.2,434.7428571,3.902,3.571,2786.32,3644.32,8057.57,457
1503.13,435.4285714,3.904,3.57,2780.321,3608.32,8037.16,456
1502.17,433.7142857,3.905,3.569,2780.32,3644.32,8071.81,455
1488,433.7142857,3.905,3.571,2780.352,3608.35,8028.67,454
1498.43,433.7142857,3.904,3.57,2768.383,3608.38,8064,453
1497.47,435.4285714,3.905,3.57,2765.858,3608.26,8021.63,452
1497.44,433.0285714,3.905,3.571,2762.352,3608.35,8054.95,451
1496.64,432.4363214,3.905,3.57,2756.352,3608.35,8051.81,450
1495.84,434.1428571,3.905,3.57,2751.544,3608.34,8048,449
1494.75,431.1428571,3.904,3.57,2750.328,3608.33,8056.81,448
1492.98,431.6571429,3.904,3.571,2744.344,3608.34,8050.5,447
1490.75,431.5714286,3.903,3.571,2738.312,3572.31,8029.59,446
1488.55,428.5714286,3.903,3.571,2732.328,3572.33,8036.33,445
1486.75,430.2857143,3.903,3.572,2726.328,3572.33,8051.05,444
1484.8,427.2857143,3.903,3.573,2720.313,3572.31,8025.56,443
1482.98,427.2,3.903,3.573,2714.359,3572.36,8053.77,442
1440.22,430.797,3.884,3.764,2492.281,3430.02,8405.56,441
1454.5,422.0571429,3.885,3.879,2391.543,3320.34,8164.44,440
1465.78,425.2186,3.89,3.584,2606.313,3464.31,8108.56,439
1474.34,427.2,3.895,3.581,2648.281,3500.28,8062.22,438
1472.66,426,3.896,3.578,2672.313,3536.31,8042.94,437
1474.47,425.4857143,3.897,3.582,2666.313,3500.31,8029.16,436
1474,424.2857143,3.897,3.577,2672.281,3536.28,8051.88,435
1473.09,426.5266857,3.896,3.578,2672.344,3500.34,8036.84,434
1472.38,423,3.897,3.577,2672.344,3536.34,8033.84,433
1468.38,423.4285714,3.896,3.578,2666.375,3500.38,8018.59,432
1469.06,421.7142857,3.897,3.579,2654.219,3500.22,8027.91,431
1467.44,421.7142857,3.897,3.578,2660.344,3500.34,8032.88,430
1465.06,420,3.897,3.578,2654.344,3500.34,8008.81,429
1463.72,421.5,3.897,3.579,2648.218,3500.22,8015.53,428
1462.69,421.7142857,3.898,3.579,2643.512,3500.31,8014.78,427
1462.16,421.7142857,3.897,3.58,2642.25,3500.25,8003.38,426
1462.28,421.7142857,3.897,3.581,2636.313,3464.31,8019.66,425
1460.62,420.4285714,3.897,3.58,2630.344,3464.34,8000.41,424
1459.75,418.6285714,3.896,3.581,2624.343,3464.34,8004,423
1457.81,419.1428571,3.897,3.58,2624.375,3464.38,8038.5,422
1454.94,416.1428571,3.897,3.581,2618.375,3464.38,7986.59,421
1453.81,417,3.896,3.581,2612.344,3464.34,8050.72,420
1452.91,417.2571429,3.896,3.581,2606.281,3428.28,8034.41,419
1451.94,415.5,3.896,3.582,2606.313,3428.31,8049.38,418
1413.25,422.407,3.878,3.769,2394.344,3325,8388,417
1393.18,389.4,3.885,3.598,2580.32,4600.38,10252.38,415
1407.39,391.2,3.9,3.618,2510.352,3320.35,7949.47,414
1410.59,390.9,3.904,3.613,2558.382,3356.38,7853.76,413
1409.44,390.3,3.906,3.612,2569.494857,3356.35,7777.79,412
1406.34,388.8,3.906,3.611,2564.222,3356.22,7750.91,411
1402.72,388.8,3.907,3.612,2552.352,3356.35,7755.65,410
1401.22,388.8,3.907,3.611,2540.356,3356.36,7743.14,409
1398.69,386.4,3.907,3.611,2528.312,3320.31,7762.3,408
1380.38,382.5,3.903,3.611,2516.227,3320.23,7723.14,407
1369.63,380.3805,3.9,3.615,2450.32,3248.32,7685.12,406
1366.11,379.5,3.9,3.617,2414.321,3212.32,7691.17,405
1365.63,377.080625,3.9,3.616,2402.321,3212.32,7764.99,404
1362.88,378.1714286,3.899,3.616,2396.258,3212.26,7720.03,403
1361.54,377.4857143,3.899,3.616,2390.227,3176.23,7737.66,402
1359.47,376.8,3.898,3.616,2384.375,3176.38,7734.75,401
1354.17,375,3.897,3.617,2378.359,3176.36,7713.56,400
1350.88,373.2,3.896,3.617,2360.313,3176.31,7700.92,399
1345.61,372.3,3.896,3.617,2348.265,3140.27,7714.89,398
1341.34,371.4,3.895,3.617,2336.328,3140.33,7716,397
1335.69,368.5,3.895,3.618,2322.629714,3104.34,7706.41,396
1333.31,367.2,3.895,3.619,2306.25,3104.25,7640.25,395
1330.53,367.2,3.894,3.619,2300.25,3104.25,7660.74,394
1328.45,367.2,3.895,3.62,2291.819571,3068.39,7649.83,393
1295.42,372,3.881,3.794,2051.391,2940,8048.64,392
1305.53,363.5,3.884,3.902,2000.375,2852.38,7894.44,391
1317.78,364.2,3.889,3.627,2214.660714,2996.38,7729.34,390
1326.88,366.3,3.894,3.623,2252.322667,3032.31,7666.56,389
1326.03,366.3,3.895,3.621,2276.313,3068.31,7654.62,388
1324.25,366.3,3.896,3.622,2271.263143,3068.41,7693.31,387
1321.59,365.5,3.895,3.621,2265.964286,3068.25,7680.44,386
1318.31,365,3.895,3.621,2258.313,3032.31,7680.91,385
1315.72,364.5,3.895,3.623,2250.504714,3032.22,7652.28,384
1314.34,364,3.894,3.622,2240.375,3032.38,7684.53,383
1310.66,362.7,3.894,3.622,2234.343,3032.34,7647.91,382
1309.88,364.2,3.893,3.622,2222.375,3032.38,7676.38,381
1308.62,363.3,3.893,3.622,2219.772571,2996.34,7659.06,380
1305.47,362,3.892,3.621,2216.344,2996.34,7649.38,379
1304.75,361.3333333,3.892,3.622,2210.406,2996.41,7624.44,378
1300.12,360.6,3.892,3.622,2209.454857,2996.31,7628.94,377
1295.75,358.5,3.891,3.623,2198.344,2996.34,7632,376
1292.22,358,3.891,3.644,2183.772571,2960.34,7603.47,375
1289,356,3.89,3.624,2174.343,2960.34,7627.94,374
1284.22,354.9333333,3.889,3.625,2156.188,2960.19,7600.59,373
1281.09,355.2,3.888,3.626,2144.407,2924.41,7612.97,372
1279.31,354,3.888,3.627,2132.344,2924.31,7599.22,371
1278.41,352.8,3.888,3.627,2132.312,2924.31,7595.19,370
1278.88,352.8,3.888,3.627,2127.200143,2924.34,7600.91,369
1246.34,360,3.876,3.803,1897.406,2779,7989.84,368
1255.62,350.1,3.877,3.909,1826.344,2708.34,7770.84,367
1256.94,349,3.88,3.634,2065.517857,2852.38,7603,366
1263,350,3.882,3.633,2070.660714,2852.38,7500.12,365
1269.31,351.6,3.885,3.631,2091.169143,2888.31,7531.88,364
1268,350.5,3.886,3.631,2108.375,2888.38,7505.88,363
1268.62,351.3333333,3.886,3.631,2106.597714,2888.31,7554.06,362
1265.31,350.7,3.885,3.63,2102.375,2888.38,7510.81,361
1261.19,349,3.885,3.63,2090.312,2888.31,7500.38,360
1258.88,347.3333333,3.885,3.631,2075.803571,2852.38,7492.75,359
1255.38,346.5,3.884,3.632,2065.392857,2852.25,7468.12,358
1255.5,347.3333333,3.885,3.632,2055.169143,2816.31,7449,357
1256.81,347.7333333,3.886,3.632,2055.169143,2816.31,7512.44,356
1256.69,347.4,3.886,3.631,2060.313,2816.31,7527.44,355
1257.56,348,3.886,3.631,2062.625,2818.62,7543.56,354
1257.44,346.4,3.886,3.631,2060.25,2852.25,7546.38,353
1255.44,347,3.886,3.631,2060.375,2816.38,7580.56,352
1255.19,346.5,3.886,3.632,2054.312,2816.31,7573.19,351
1252.31,346.6666667,3.885,3.632,2054.375,2816.38,7599.12,350
1250.38,345.5,3.884,3.632,2044.821429,2816.25,7579.56,349
1247.12,345,3.883,3.633,2039.740571,2816.31,7553.06,348
1245.31,344,3.884,3.633,2034.660714,2816.38,7595.19,347
1243.94,344,3.883,3.635,2029.455857,2780.31,7558.62,346
1243.62,343.8,3.884,3.636,2024.25,2780.25,7550.25,345
1220.44,352.812,3.873,3.798,1799.375,2667,7919.06,344
1221,340,3.872,3.912,1743.512,2600.31,7779.5,343
1227.19,340,3.876,3.641,1962.598714,2744.31,7494.12,342
1234.19,342,3.878,3.639,1982.375,2744.38,7490.19,341
1238.62,343.2,3.878,3.637,2000.313,2780.31,7536.06,340
1242.12,343.3333333,3.88,3.635,2013.964286,2780.25,7503.75,339
1239.88,342,3.881,3.634,2030.375,2780.38,7496.38,338
1238.25,343,3.88,3.635,2024.187,2780.19,7454.69,337
1235.69,342.5,3.88,3.635,2024.313,2780.38,7484.38,336
1234.38,341.7,3.88,3.636,2012.313,2780.31,7470.06,335
1232,340.5,3.88,3.636,2003.803571,2780.38,7429.94,334
1231.38,341.7,3.88,3.637,1998.660714,2780.38,7441.62,333
1232.5,340.6666667,3.88,3.638,1993.454857,2744.31,7474.12,332
1233,340.6666667,3.88,3.636,1993.455857,2744.31,7467,331
1231.5,340,3.88,3.636,1993.455857,2744.31,7468.81,330
1228.88,340,3.88,3.637,1993.517857,2744.38,7489.62,329
1228.56,338.4,3.88,3.637,1988.313,2744.31,7473.19,328
1227.12,338,3.88,3.637,1988.375,2744.38,7475.25,327
1224.88,337.5,3.879,3.638,1983.169143,2744.31,7461.5,326
1223.12,338.6666667,3.879,3.638,1976.312,2744.31,7457.88,325
1221.06,338.5,3.878,3.638,1972.821429,2744.25,7454.12,324
1218.5,336.6666667,3.877,3.64,1967.741571,2744.31,7413.12,323
1214.56,334.6666667,3.877,3.639,1962.535714,2708.25,7461.19,322
1211.94,335.4666667,3.877,3.641,1952.375,2708.38,7439.38,321
1200.06,344.4375,3.87,3.804,1694.375,2555,7858.5,320
1232.67,341,3.873,3.65,2013.939286,2780.22,7845.09,312
1235.62,340.5,3.876,3.647,2034.636714,2780.35,7596.45,311
1239.07,339.9248,3.877,3.648,2039.780571,2780.35,7564.77,310
1239.74,340.8,3.877,3.645,2044.860429,2816.29,7539.11,309
1241.28,342,3.878,3.646,2042.2695,2816.25,7555.33,308
1242.81,341.3333333,3.879,3.644,2044.922429,2816.35,7541.31,307
1237.86,340,3.878,3.644,2044.891429,2816.32,7547.62,306
1238.3,340.8,3.878,3.645,2029.462857,2780.32,7519.8,305
1235.58,340,3.878,3.644,2029.400857,2780.26,7555.91,304
1231.39,339,3.876,3.644,2019.208143,2780.35,7505.16,303
1231.78,338.6666667,3.877,3.644,2012.351,2780.35,7576.83,302
1228.48,338.1,3.875,3.644,2003.647571,2744.22,7496.64,301
1231.94,340,3.876,3.644,1993.524857,2744.38,7507.39,300
1232.95,337.496125,3.877,3.644,2006.289,2744.29,7586.09,299
1232.25,338.6666667,3.875,3.643,2003.741571,2744.31,7575.81,298
1236.52,340,3.878,3.643,2003.772571,2744.34,7589.86,297
1236.61,340,3.877,3.642,2014.198286,2780.48,7612.11,296
1228.28,351.602,3.874,3.802,1785.25,2646.02,7979.39,295
1212.36,335.5,3.868,3.91,1784.328,2636.33,7842.47,294
1204.09,334.6666667,3.868,3.648,1952.266,2708.27,7539.91,293
1198.75,333,3.867,3.65,1928.36,2672.36,7466.89,292
1202.08,332.6666667,3.868,3.65,1911.170143,2672.31,7457.38,291
1204.09,332.6666667,3.871,3.649,1922.328,2672.33,7451.42,290
1200.03,332,3.868,3.648,1921.470857,2672.33,7497.8,289
1211.47,333.3333333,3.871,3.649,1910.344,2672.34,7506.84,288
1215.38,335.3333333,3.874,3.646,1946.344,2708.34,7462.03,287
1215.25,334.4,3.874,3.645,1957.517857,2708.38,7506.59,286
1216.59,336,3.875,3.644,1957.486857,2708.34,7512.5,285
1215.09,334.4,3.874,3.644,1957.486857,2708.34,7536.75,284
1214.78,335,3.874,3.645,1952.375,2708.38,7490.38,283
1209.16,332.6666667,3.874,3.645,1952.313,2708.31,7550.56,282
1207.12,334,3.873,3.646,1931.740571,2672.31,7517.53,281
1206.41,332,3.874,3.646,1928.344,2672.34,7567.38,280
1182.19,327.3333333,3.863,3.646,1926.628714,4204.28,7070.44,279
1189.34,328,3.87,3.652,1864.852429,2600.28,7307.91,278
1185.78,327.3333333,3.869,3.65,1880.25,2636.25,7381.09,277
